Team,LapTime
Alpine,2.068514073860817
Aston Martin,1.0879167264539062
Ferrari,0.48995666513636704
Haas F1 Team,1.7001828837813862
Kick Sauber,1.8941484003787934
McLaren,0.6538228698559692
Mercedes,0.954698323629185
RB,1.989745449830582
Red Bull Racing,0.1420892957220275
Williams,1.8165757074419417
