Team,LapTime
Alpine,2.134666666666675
Aston Martin,1.0736666666666679
Ferrari,4.150999999999996
Haas F1 Team,1.5522142857142995
Kick Sauber,2.575153846153853
McLaren,0.33958823529411575
Mercedes,0.0
RB,1.7541875000000005
Red Bull Racing,0.25688888888889494
Williams,4.7542857142857144
