Driver,Gap
VER,0.0
PER,0.13299999999998136
NOR,0.3429999999999893
SAI,0.5489999999999924
ALO,0.5559999999999974
PIA,0.6299999999999812
HAM,0.48799999999998533
LEC,0.6469999999999771
RUS,0.7389999999999901
TSU,1.1119999999999948
RIC,1.3419999999999987
HUL,1.36399999999999
BOT,1.3200000000000074
ALB,1.5339999999999918
OCO,1.6499999999999915
STR,1.7819999999999965
GAS,1.9639999999999844
MAG,2.0009999999999906
SAR,1.9909999999999997
ZHO,2.012999999999991
