Driver,LapTime
ALB,2.3749700996677774
ALO,0.9924808139534917
BOT,3.1244911080711404
GAS,1.7476808139534938
HAM,2.109493909191599
HUL,2.075517718715389
LEC,1.2004149048625976
MAG,2.799993909191585
NOR,0.9322335917312756
OCO,2.161612956810629
PER,0.659732004429685
PIA,1.8607796234773133
RIC,3.3799926560587608
RUS,1.4108034330011208
SAI,1.4242558139534935
SAR,2.8622320044296856
STR,1.8046511627907051
TSU,3.4440335917312837
VER,0.0
ZHO,1.9978558139534925
