Team,LapTime
Alpine,1.6337096126255375
Aston Martin,1.0872585400425407
Ferrari,0.9837473324213448
Haas F1 Team,2.111770588235288
Kick Sauber,2.0078846233230223
McLaren,1.0545119675456505
Mercedes,1.4341634453781467
RB,3.0851624801271953
Red Bull Racing,0.0
Williams,2.2926158263305325
