Driver,Gap
VER,0.0
LEC,0.3189999999999884
PER,0.26899999999999125
RUS,0.782999999999987
NOR,0.6599999999999966
ALO,0.3739999999999952
STR,0.6739999999999924
PIA,0.6169999999999902
HAM,0.9099999999999966
BEA,1.1159999999999854
MAG,1.5279999999999916
GAS,2.006999999999991
TSU,1.0039999999999907
OCO,1.9639999999999986
HUL,1.5549999999999926
RIC,1.3459999999999894
ALB,1.3079999999999927
BOT,1.657999999999987
ZHO,33.62899999999999
SAR,1.9499999999999886
