Team,LapTime
Alpine,1.2204207214639402
Aston Martin,1.372740725568332
Ferrari,0.17410558748534344
Haas F1 Team,1.3441375741597867
Kick Sauber,1.102068708596521
McLaren,0.0
Mercedes,0.14076947266604523
RB,0.5107408747958024
Red Bull Racing,0.1561976825745371
Williams,0.6005019222815543
