Driver,Gap
STR,1.1639999999999873
PIA,0.5409999999999968
VER,0.0
PER,0.21599999999999397
HUL,0.8010000000000019
MAG,1.8719999999999857
OCO,1.4499999999999886
ALB,1.2539999999999907
RIC,1.157999999999987
BOT,0.833999999999989
ZHO,1.86099999999999
TSU,2.003
LEC,0.48699999999999477
SAI,0.5010000000000048
SAR,2.4599999999999937
NOR,0.42900000000000205
RUS,0.7269999999999897
HAM,1.929000000000002
ALO,0.3719999999999999
GAS,1.590999999999994
