Driver,Gap
VER,0.0
LEC,0.14100000000000534
SAI,0.2560000000000002
PER,0.016999999999995907
NOR,0.33800000000000807
PIA,0.3160000000000025
RUS,0.6979999999999933
HAM,0.5519999999999925
HUL,0.8059999999999974
TSU,0.9060000000000059
STR,0.8780000000000001
GAS,0.8359999999999843
OCO,0.9890000000000043
ALB,1.2139999999999986
ALO,1.2379999999999995
BOT,1.2989999999999924
SAR,1.2789999999999964
RIC,1.375
MAG,1.2360000000000042
ZHO,1.597999999999999
