Team,LapTime
Alpine,1.1678494949494933
Aston Martin,1.3820085858585713
Ferrari,0.2927813131313002
Haas F1 Team,1.6259012919896634
Kick Sauber,1.518599494949484
McLaren,0.2094176767676572
Mercedes,0.6143896640826796
RB,2.5778040404040325
Red Bull Racing,0.0
Williams,2.715884126984122
