Driver,Position
ALB,12.857142857142858
ALO,9.714285714285714
BEA,11.0
BOT,14.857142857142858
GAS,15.071428571428571
HAM,7.285714285714286
HUL,11.928571428571429
LEC,5.071428571428571
MAG,15.714285714285714
NOR,3.642857142857143
OCO,14.214285714285714
PER,8.428571428571429
PIA,5.285714285714286
RIC,12.857142857142858
RUS,6.071428571428571
SAI,5.3076923076923075
SAR,17.46153846153846
STR,11.928571428571429
TSU,11.571428571428571
VER,1.8571428571428572
ZHO,18.285714285714285
