Driver,Position
ALB,14.357142857142858
ALO,9.785714285714286
BEA,7.0
BOT,15.857142857142858
GAS,14.214285714285714
HAM,6.214285714285714
HUL,11.571428571428571
LEC,5.714285714285714
MAG,13.714285714285714
NOR,4.642857142857143
OCO,13.428571428571429
PER,7.714285714285714
PIA,5.142857142857143
RIC,13.214285714285714
RUS,8.285714285714286
SAI,5.153846153846154
SAR,17.23076923076923
STR,11.714285714285714
TSU,12.285714285714286
VER,3.5714285714285716
ZHO,15.857142857142858
