Team,LapTime
Alpine,1.2609818181818184
Aston Martin,0.9208600343053064
Ferrari,0.08881818181818346
Haas F1 Team,1.2153016835016928
Kick Sauber,1.0969783216783213
McLaren,0.0
Mercedes,0.3926905723905634
RB,1.4419131725417316
Red Bull Racing,0.4749683501683535
Williams,1.5195581475128677
