Driver,Gap
SAI,0.40099999999999625
ALO,0.35599999999999454
VER,0.06799999999998363
LEC,0.0
NOR,0.32099999999999795
RUS,0.40099999999999625
PIA,0.5989999999999895
PER,0.38700000000000045
HUL,0.7669999999999959
STR,0.8689999999999998
RIC,1.1940000000000026
HAM,0.5099999999999909
TSU,1.0450000000000017
MAG,1.4089999999999918
ALB,1.0769999999999982
ZHO,1.671999999999997
BOT,1.671999999999997
OCO,1.708999999999989
SAR,1.6859999999999928
GAS,1.75
