Driver,Position
ALB,12.958333333333334
ALO,9.666666666666666
BEA,13.0
BOT,15.208333333333334
COL,15.777777777777779
DOO,20.0
GAS,13.416666666666666
HAM,8.5
HUL,11.708333333333334
LAW,12.666666666666666
LEC,5.333333333333333
MAG,14.272727272727273
NOR,3.5416666666666665
OCO,14.391304347826088
PER,9.333333333333334
PIA,5.416666666666667
RIC,13.222222222222221
RUS,5.166666666666667
SAI,5.521739130434782
SAR,17.642857142857142
STR,12.875
TSU,11.125
VER,2.9166666666666665
ZHO,18.083333333333332
