Team,LapTime
Alpine,2.3823164705882363
Aston Martin,2.503577500000006
Ferrari,0.9278012903225772
Kick Sauber,1.2185246153846094
McLaren,1.2655844444444426
Mercedes,0.0
RB,1.1843124137931085
Red Bull Racing,0.3747650000000107
Williams,1.7057114285714334
