,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
149,0 days 02:08:14.046000,ALO,14,100.447,39.0,3.0,,,0 days 00:00:26.810000,0 days 00:00:30.192000,0 days 00:00:43.445000,0 days 02:07:00.390000,0 days 02:07:30.582000,0 days 02:08:14.027000,,270.0,258.0,312.0,False,SOFT,16.0,True,Aston Martin,0 days 02:06:33.599000,2024-04-21 08:14:52.272,1,5.0,False,,False,True
150,0 days 02:09:54.739000,ALO,14,100.69300000000001,40.0,3.0,,,0 days 00:00:26.836000,0 days 00:00:30.395000,0 days 00:00:43.462000,0 days 02:08:40.863000,0 days 02:09:11.258000,0 days 02:09:54.720000,273.0,269.0,257.0,310.0,False,SOFT,17.0,True,Aston Martin,0 days 02:08:14.046000,2024-04-21 08:16:32.719,1,5.0,False,,False,True
151,0 days 02:11:35.558000,ALO,14,100.819,41.0,3.0,,,0 days 00:00:26.929000,0 days 00:00:30.338000,0 days 00:00:43.552000,0 days 02:10:21.649000,0 days 02:10:51.987000,0 days 02:11:35.539000,274.0,270.0,259.0,308.0,False,SOFT,18.0,True,Aston Martin,0 days 02:09:54.739000,2024-04-21 08:18:13.412,1,5.0,False,,False,True
152,0 days 02:13:16.352000,ALO,14,100.79400000000001,42.0,3.0,,,0 days 00:00:26.912000,0 days 00:00:30.407000,0 days 00:00:43.475000,0 days 02:12:02.451000,0 days 02:12:32.858000,0 days 02:13:16.333000,273.0,269.0,259.0,308.0,False,SOFT,19.0,True,Aston Martin,0 days 02:11:35.558000,2024-04-21 08:19:54.231,1,5.0,False,,False,True
153,0 days 02:18:37.392000,ALO,14,97.81,45.0,4.0,,,0 days 00:00:26.106000,0 days 00:00:29.306000,0 days 00:00:42.398000,0 days 02:17:25.669000,0 days 02:17:54.975000,0 days 02:18:37.373000,276.0,261.0,259.0,332.0,True,MEDIUM,2.0,True,Aston Martin,0 days 02:16:59.582000,2024-04-21 08:25:18.255,1,11.0,False,,False,True
154,0 days 02:20:16.951000,ALO,14,99.55900000000001,46.0,4.0,,,0 days 00:00:26.370000,0 days 00:00:30.123000,0 days 00:00:43.066000,0 days 02:19:03.743000,0 days 02:19:33.866000,0 days 02:20:16.932000,277.0,271.0,259.0,310.0,False,MEDIUM,3.0,True,Aston Martin,0 days 02:18:37.392000,2024-04-21 08:26:56.065,1,10.0,False,,False,True
155,0 days 02:21:56.914000,ALO,14,99.96300000000001,47.0,4.0,,,0 days 00:00:26.627000,0 days 00:00:30.342000,0 days 00:00:42.994000,0 days 02:20:43.559000,0 days 02:21:13.901000,0 days 02:21:56.895000,271.0,269.0,260.0,335.0,False,MEDIUM,4.0,True,Aston Martin,0 days 02:20:16.951000,2024-04-21 08:28:35.624,1,9.0,False,,False,True
156,0 days 02:23:36.751000,ALO,14,99.837,48.0,4.0,,,0 days 00:00:26.620000,0 days 00:00:29.807000,0 days 00:00:43.410000,0 days 02:22:23.515000,0 days 02:22:53.322000,0 days 02:23:36.732000,277.0,271.0,255.0,331.0,False,MEDIUM,5.0,True,Aston Martin,0 days 02:21:56.914000,2024-04-21 08:30:15.587,1,9.0,False,,False,True
157,0 days 02:25:16.154000,ALO,14,99.403,49.0,4.0,,,0 days 00:00:26.485000,0 days 00:00:29.940000,0 days 00:00:42.978000,0 days 02:24:03.217000,0 days 02:24:33.157000,0 days 02:25:16.135000,279.0,271.0,260.0,333.0,False,MEDIUM,6.0,True,Aston Martin,0 days 02:23:36.751000,2024-04-21 08:31:55.424,1,7.0,False,,False,True
158,0 days 02:26:55.328000,ALO,14,99.174,50.0,4.0,,,0 days 00:00:26.460000,0 days 00:00:29.793000,0 days 00:00:42.921000,0 days 02:25:42.595000,0 days 02:26:12.388000,0 days 02:26:55.309000,276.0,270.0,260.0,307.0,False,MEDIUM,7.0,True,Aston Martin,0 days 02:25:16.154000,2024-04-21 08:33:34.827,1,7.0,False,,False,True
159,0 days 02:28:34.815000,ALO,14,99.48700000000001,51.0,4.0,,,0 days 00:00:26.457000,0 days 00:00:29.983000,0 days 00:00:43.047000,0 days 02:27:21.766000,0 days 02:27:51.749000,0 days 02:28:34.796000,275.0,269.0,260.0,307.0,False,MEDIUM,8.0,True,Aston Martin,0 days 02:26:55.328000,2024-04-21 08:35:14.001,1,7.0,False,,False,True
160,0 days 02:30:14.211000,ALO,14,99.396,52.0,4.0,,,0 days 00:00:26.333000,0 days 00:00:29.858000,0 days 00:00:43.205000,0 days 02:29:01.129000,0 days 02:29:30.987000,0 days 02:30:14.192000,274.0,270.0,259.0,307.0,False,MEDIUM,9.0,True,Aston Martin,0 days 02:28:34.815000,2024-04-21 08:36:53.488,1,7.0,False,,False,True
161,0 days 02:31:53.768000,ALO,14,99.557,53.0,4.0,,,0 days 00:00:26.571000,0 days 00:00:29.849000,0 days 00:00:43.137000,0 days 02:30:40.763000,0 days 02:31:10.612000,0 days 02:31:53.749000,275.0,271.0,260.0,309.0,False,MEDIUM,10.0,True,Aston Martin,0 days 02:30:14.211000,2024-04-21 08:38:32.884,1,7.0,False,,False,True
162,0 days 02:33:34.145000,ALO,14,100.37700000000001,54.0,4.0,,,0 days 00:00:26.704000,0 days 00:00:30.061000,0 days 00:00:43.612000,0 days 02:32:20.453000,0 days 02:32:50.514000,0 days 02:33:34.126000,,271.0,259.0,310.0,False,MEDIUM,11.0,True,Aston Martin,0 days 02:31:53.768000,2024-04-21 08:40:12.441,1,7.0,False,,False,True
163,0 days 02:35:14.201000,ALO,14,100.05600000000001,55.0,4.0,,,0 days 00:00:26.627000,0 days 00:00:30.198000,0 days 00:00:43.231000,0 days 02:34:00.753000,0 days 02:34:30.951000,0 days 02:35:14.182000,276.0,271.0,260.0,308.0,False,MEDIUM,12.0,True,Aston Martin,0 days 02:33:34.145000,2024-04-21 08:41:52.818,1,7.0,False,,False,True
164,0 days 02:36:54.450000,ALO,14,100.24900000000001,56.0,4.0,,,0 days 00:00:26.832000,0 days 00:00:30.149000,0 days 00:00:43.268000,0 days 02:35:41.014000,0 days 02:36:11.163000,0 days 02:36:54.431000,278.0,271.0,260.0,307.0,False,MEDIUM,13.0,True,Aston Martin,0 days 02:35:14.201000,2024-04-21 08:43:32.874,1,7.0,False,,False,True
165,0 days 00:58:46.789000,LEC,16,101.81200000000001,2.0,1.0,,,0 days 00:00:27.305000,0 days 00:00:30.812000,0 days 00:00:43.695000,0 days 00:57:32.250000,0 days 00:58:03.062000,0 days 00:58:46.757000,271.0,265.0,260.0,330.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:57:04.977000,2024-04-21 07:05:23.650,1,7.0,False,,False,True
166,0 days 01:00:28.879000,LEC,16,102.09,3.0,1.0,,,0 days 00:00:27.068000,0 days 00:00:31.135000,0 days 00:00:43.887000,0 days 00:59:13.825000,0 days 00:59:44.960000,0 days 01:00:28.847000,,265.0,256.0,311.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:58:46.789000,2024-04-21 07:07:05.462,1,7.0,False,,False,True
167,0 days 01:02:11.099000,LEC,16,102.22000000000001,4.0,1.0,,,0 days 00:00:27.289000,0 days 00:00:30.941000,0 days 00:00:43.990000,0 days 01:00:56.136000,0 days 01:01:27.077000,0 days 01:02:11.067000,274.0,265.0,255.0,327.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:00:28.879000,2024-04-21 07:08:47.552,1,7.0,False,,False,True
168,0 days 01:03:53.194000,LEC,16,102.09500000000001,5.0,1.0,,,0 days 00:00:27.308000,0 days 00:00:30.886000,0 days 00:00:43.901000,0 days 01:02:38.375000,0 days 01:03:09.261000,0 days 01:03:53.162000,270.0,267.0,255.0,325.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:02:11.099000,2024-04-21 07:10:29.772,1,7.0,False,,False,True
169,0 days 01:05:35.516000,LEC,16,102.322,6.0,1.0,,,0 days 00:00:27.267000,0 days 00:00:31.156000,0 days 00:00:43.899000,0 days 01:04:20.429000,0 days 01:04:51.585000,0 days 01:05:35.484000,273.0,265.0,261.0,330.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:03:53.194000,2024-04-21 07:12:11.867,1,7.0,False,,False,True
170,0 days 01:07:17.933000,LEC,16,102.417,7.0,1.0,,,0 days 00:00:27.201000,0 days 00:00:31.213000,0 days 00:00:44.003000,0 days 01:06:02.685000,0 days 01:06:33.898000,0 days 01:07:17.901000,275.0,267.0,260.0,333.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:05:35.516000,2024-04-21 07:13:54.189,1,7.0,False,,False,True
171,0 days 01:09:00.902000,LEC,16,102.96900000000001,8.0,1.0,,,0 days 00:00:27.283000,0 days 00:00:31.480000,0 days 00:00:44.206000,0 days 01:07:45.184000,0 days 01:08:16.664000,0 days 01:09:00.870000,,267.0,260.0,332.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:07:17.933000,2024-04-21 07:15:36.606,1,7.0,False,,False,True
172,0 days 01:10:43.091000,LEC,16,102.18900000000001,9.0,1.0,,,0 days 00:00:27.245000,0 days 00:00:30.805000,0 days 00:00:44.139000,0 days 01:09:28.115000,0 days 01:09:58.920000,0 days 01:10:43.059000,272.0,266.0,254.0,315.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:09:00.902000,2024-04-21 07:17:19.575,1,6.0,False,,False,True
173,0 days 01:12:25.415000,LEC,16,102.32400000000001,10.0,1.0,,,0 days 00:00:27.238000,0 days 00:00:31.145000,0 days 00:00:43.941000,0 days 01:11:10.297000,0 days 01:11:41.442000,0 days 01:12:25.383000,274.0,266.0,260.0,328.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:10:43.091000,2024-04-21 07:19:01.764,1,6.0,False,,False,True
174,0 days 01:14:07.543000,LEC,16,102.128,11.0,1.0,,,0 days 00:00:27.066000,0 days 00:00:31.372000,0 days 00:00:43.690000,0 days 01:12:52.449000,0 days 01:13:23.821000,0 days 01:14:07.511000,272.0,265.0,260.0,329.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:12:25.415000,2024-04-21 07:20:44.088,1,4.0,False,,False,True
175,0 days 01:15:49.482000,LEC,16,101.93900000000001,12.0,1.0,,,0 days 00:00:27.165000,0 days 00:00:30.859000,0 days 00:00:43.915000,0 days 01:14:34.676000,0 days 01:15:05.535000,0 days 01:15:49.450000,269.0,261.0,255.0,305.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:14:07.543000,2024-04-21 07:22:26.216,1,4.0,False,,False,True
176,0 days 01:17:31.561000,LEC,16,102.07900000000001,13.0,1.0,,,0 days 00:00:27.348000,0 days 00:00:30.754000,0 days 00:00:43.977000,0 days 01:16:16.798000,0 days 01:16:47.552000,0 days 01:17:31.529000,271.0,263.0,255.0,308.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:15:49.482000,2024-04-21 07:24:08.155,1,4.0,False,,False,True
177,0 days 01:19:13.373000,LEC,16,101.81200000000001,14.0,1.0,,,0 days 00:00:27.246000,0 days 00:00:30.685000,0 days 00:00:43.881000,0 days 01:17:58.775000,0 days 01:18:29.460000,0 days 01:19:13.341000,,263.0,255.0,309.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:17:31.561000,2024-04-21 07:25:50.234,1,2.0,False,,False,True
178,0 days 01:20:55.237000,LEC,16,101.864,15.0,1.0,,,0 days 00:00:27.212000,0 days 00:00:30.784000,0 days 00:00:43.868000,0 days 01:19:40.553000,0 days 01:20:11.337000,0 days 01:20:55.205000,,265.0,255.0,310.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:19:13.373000,2024-04-21 07:27:32.046,1,2.0,False,,False,True
179,0 days 01:22:37.966000,LEC,16,102.72900000000001,16.0,1.0,,,0 days 00:00:27.237000,0 days 00:00:31.529000,0 days 00:00:43.963000,0 days 01:21:22.442000,0 days 01:21:53.971000,0 days 01:22:37.934000,273.0,266.0,254.0,310.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:20:55.237000,2024-04-21 07:29:13.910,1,3.0,False,,False,True
180,0 days 01:24:19.945000,LEC,16,101.97900000000001,17.0,1.0,,,0 days 00:00:27.306000,0 days 00:00:30.845000,0 days 00:00:43.828000,0 days 01:23:05.240000,0 days 01:23:36.085000,0 days 01:24:19.913000,,265.0,255.0,309.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:22:37.966000,2024-04-21 07:30:56.639,1,3.0,False,,False,True
181,0 days 01:26:02.059000,LEC,16,102.114,18.0,1.0,,,0 days 00:00:27.442000,0 days 00:00:30.799000,0 days 00:00:43.873000,0 days 01:24:47.355000,0 days 01:25:18.154000,0 days 01:26:02.027000,272.0,265.0,256.0,309.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:24:19.945000,2024-04-21 07:32:38.618,1,3.0,False,,False,True
182,0 days 01:27:44.041000,LEC,16,101.982,19.0,1.0,,,0 days 00:00:27.275000,0 days 00:00:30.764000,0 days 00:00:43.943000,0 days 01:26:29.302000,0 days 01:27:00.066000,0 days 01:27:44.009000,273.0,265.0,256.0,308.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:26:02.059000,2024-04-21 07:34:20.732,1,3.0,False,,False,True
183,0 days 01:29:26.082000,LEC,16,102.04100000000001,20.0,1.0,,,0 days 00:00:27.337000,0 days 00:00:30.746000,0 days 00:00:43.958000,0 days 01:28:11.346000,0 days 01:28:42.092000,0 days 01:29:26.050000,,266.0,256.0,307.0,False,MEDIUM,20.0,True,Ferrari,0 days 01:27:44.041000,2024-04-21 07:36:02.714,2,3.0,False,,False,True
184,0 days 01:56:32.222000,LEC,16,99.525,32.0,2.0,,,0 days 00:00:26.515000,0 days 00:00:29.931000,0 days 00:00:43.079000,0 days 01:55:19.180000,0 days 01:55:49.111000,0 days 01:56:32.190000,277.0,267.0,257.0,309.0,True,HARD,11.0,True,Ferrari,0 days 01:54:52.697000,2024-04-21 08:03:11.370,1,3.0,False,,False,False
185,0 days 01:58:11.606000,LEC,16,99.384,33.0,2.0,,,0 days 00:00:26.529000,0 days 00:00:29.829000,0 days 00:00:43.026000,0 days 01:56:58.719000,0 days 01:57:28.548000,0 days 01:58:11.574000,275.0,268.0,257.0,309.0,True,HARD,12.0,True,Ferrari,0 days 01:56:32.222000,2024-04-21 08:04:50.895,1,3.0,False,,False,True
186,0 days 01:59:51.167000,LEC,16,99.561,34.0,2.0,,,0 days 00:00:26.526000,0 days 00:00:29.914000,0 days 00:00:43.121000,0 days 01:58:38.100000,0 days 01:59:08.014000,0 days 01:59:51.135000,276.0,268.0,257.0,310.0,False,HARD,13.0,True,Ferrari,0 days 01:58:11.606000,2024-04-21 08:06:30.279,1,3.0,False,,False,True
187,0 days 02:01:30.874000,LEC,16,99.70700000000001,35.0,2.0,,,0 days 00:00:26.680000,0 days 00:00:29.951000,0 days 00:00:43.076000,0 days 02:00:17.815000,0 days 02:00:47.766000,0 days 02:01:30.842000,275.0,269.0,257.0,309.0,False,HARD,14.0,True,Ferrari,0 days 01:59:51.167000,2024-04-21 08:08:09.840,1,3.0,False,,False,True
188,0 days 02:03:10.649000,LEC,16,99.775,36.0,2.0,,,0 days 00:00:26.525000,0 days 00:00:30.025000,0 days 00:00:43.225000,0 days 02:01:57.367000,0 days 02:02:27.392000,0 days 02:03:10.617000,,266.0,258.0,308.0,False,HARD,15.0,True,Ferrari,0 days 02:01:30.874000,2024-04-21 08:09:49.547,1,3.0,False,,False,True
189,0 days 02:04:50.689000,LEC,16,100.04,37.0,2.0,,,0 days 00:00:26.585000,0 days 00:00:30.103000,0 days 00:00:43.352000,0 days 02:03:37.202000,0 days 02:04:07.305000,0 days 02:04:50.657000,273.0,265.0,259.0,309.0,False,HARD,16.0,True,Ferrari,0 days 02:03:10.649000,2024-04-21 08:11:29.322,1,3.0,False,,False,True
190,0 days 02:06:30.747000,LEC,16,100.058,38.0,2.0,,,0 days 00:00:26.762000,0 days 00:00:30.046000,0 days 00:00:43.250000,0 days 02:05:17.419000,0 days 02:05:47.465000,0 days 02:06:30.715000,272.0,264.0,258.0,307.0,False,HARD,17.0,True,Ferrari,0 days 02:04:50.689000,2024-04-21 08:13:09.362,1,3.0,False,,False,True
191,0 days 02:08:11.536000,LEC,16,100.789,39.0,2.0,,,0 days 00:00:26.666000,0 days 00:00:30.922000,0 days 00:00:43.201000,0 days 02:06:57.381000,0 days 02:07:28.303000,0 days 02:08:11.504000,273.0,265.0,264.0,324.0,False,HARD,18.0,True,Ferrari,0 days 02:06:30.747000,2024-04-21 08:14:49.420,1,4.0,False,,False,True
192,0 days 02:09:51.267000,LEC,16,99.73100000000001,40.0,2.0,,,0 days 00:00:26.506000,0 days 00:00:30.181000,0 days 00:00:43.044000,0 days 02:08:38.010000,0 days 02:09:08.191000,0 days 02:09:51.235000,271.0,266.0,263.0,325.0,False,HARD,19.0,True,Ferrari,0 days 02:08:11.536000,2024-04-21 08:16:30.209,1,4.0,False,,False,True
193,0 days 02:11:30.892000,LEC,16,99.625,41.0,2.0,,,0 days 00:00:26.415000,0 days 00:00:30.217000,0 days 00:00:42.993000,0 days 02:10:17.650000,0 days 02:10:47.867000,0 days 02:11:30.860000,275.0,269.0,265.0,327.0,False,HARD,20.0,True,Ferrari,0 days 02:09:51.267000,2024-04-21 08:18:09.940,1,4.0,False,,False,True
194,0 days 02:13:10.798000,LEC,16,99.906,42.0,2.0,,,0 days 00:00:26.532000,0 days 00:00:30.169000,0 days 00:00:43.205000,0 days 02:11:57.392000,0 days 02:12:27.561000,0 days 02:13:10.766000,277.0,269.0,259.0,311.0,False,HARD,21.0,True,Ferrari,0 days 02:11:30.892000,2024-04-21 08:19:49.565,1,4.0,False,,False,True
195,0 days 02:14:50.706000,LEC,16,99.908,43.0,2.0,,,0 days 00:00:26.691000,0 days 00:00:29.998000,0 days 00:00:43.219000,0 days 02:13:37.457000,0 days 02:14:07.455000,0 days 02:14:50.674000,276.0,269.0,258.0,310.0,False,HARD,22.0,True,Ferrari,0 days 02:13:10.798000,2024-04-21 08:21:29.471,1,4.0,False,,False,True
196,0 days 02:16:30.547000,LEC,16,99.84100000000001,44.0,2.0,,,0 days 00:00:26.662000,0 days 00:00:30.010000,0 days 00:00:43.169000,0 days 02:15:17.336000,0 days 02:15:47.346000,0 days 02:16:30.515000,275.0,268.0,258.0,310.0,False,HARD,23.0,True,Ferrari,0 days 02:14:50.706000,2024-04-21 08:23:09.379,1,4.0,False,,False,True
197,0 days 02:18:10.572000,LEC,16,100.025,45.0,2.0,,,0 days 00:00:26.729000,0 days 00:00:30.136000,0 days 00:00:43.160000,0 days 02:16:57.244000,0 days 02:17:27.380000,0 days 02:18:10.540000,277.0,268.0,258.0,311.0,False,HARD,24.0,True,Ferrari,0 days 02:16:30.547000,2024-04-21 08:24:49.220,1,4.0,False,,False,True
198,0 days 02:19:50.796000,LEC,16,100.224,46.0,2.0,,,0 days 00:00:26.857000,0 days 00:00:30.073000,0 days 00:00:43.294000,0 days 02:18:37.397000,0 days 02:19:07.470000,0 days 02:19:50.764000,278.0,268.0,258.0,310.0,False,HARD,25.0,True,Ferrari,0 days 02:18:10.572000,2024-04-21 08:26:29.245,1,4.0,False,,False,True
199,0 days 02:21:31.112000,LEC,16,100.316,47.0,2.0,,,0 days 00:00:26.713000,0 days 00:00:30.036000,0 days 00:00:43.567000,0 days 02:20:17.477000,0 days 02:20:47.513000,0 days 02:21:31.080000,276.0,269.0,258.0,310.0,False,HARD,26.0,True,Ferrari,0 days 02:19:50.796000,2024-04-21 08:28:09.469,1,4.0,False,,False,True
200,0 days 02:23:11.270000,LEC,16,100.158,48.0,2.0,,,0 days 00:00:26.759000,0 days 00:00:30.021000,0 days 00:00:43.378000,0 days 02:21:57.839000,0 days 02:22:27.860000,0 days 02:23:11.238000,,268.0,259.0,309.0,False,HARD,27.0,True,Ferrari,0 days 02:21:31.112000,2024-04-21 08:29:49.785,1,4.0,False,,False,True
201,0 days 02:24:51.693000,LEC,16,100.423,49.0,2.0,,,0 days 00:00:26.786000,0 days 00:00:30.170000,0 days 00:00:43.467000,0 days 02:23:38.024000,0 days 02:24:08.194000,0 days 02:24:51.661000,,269.0,258.0,308.0,False,HARD,28.0,True,Ferrari,0 days 02:23:11.270000,2024-04-21 08:31:29.943,1,4.0,False,,False,True
202,0 days 02:26:32.030000,LEC,16,100.337,50.0,2.0,,,0 days 00:00:26.803000,0 days 00:00:30.307000,0 days 00:00:43.227000,0 days 02:25:18.464000,0 days 02:25:48.771000,0 days 02:26:31.998000,,268.0,259.0,308.0,False,HARD,29.0,True,Ferrari,0 days 02:24:51.693000,2024-04-21 08:33:10.366,1,4.0,False,,False,True
203,0 days 02:28:12.235000,LEC,16,100.20500000000001,51.0,2.0,,,0 days 00:00:26.813000,0 days 00:00:30.091000,0 days 00:00:43.301000,0 days 02:26:58.811000,0 days 02:27:28.902000,0 days 02:28:12.203000,,269.0,259.0,309.0,False,HARD,30.0,True,Ferrari,0 days 02:26:32.030000,2024-04-21 08:34:50.703,1,4.0,False,,False,True
204,0 days 02:29:52.688000,LEC,16,100.453,52.0,2.0,,,0 days 00:00:26.834000,0 days 00:00:30.289000,0 days 00:00:43.330000,0 days 02:28:39.037000,0 days 02:29:09.326000,0 days 02:29:52.656000,,268.0,259.0,309.0,False,HARD,31.0,True,Ferrari,0 days 02:28:12.235000,2024-04-21 08:36:30.908,1,4.0,False,,False,True
205,0 days 02:31:33.054000,LEC,16,100.366,53.0,2.0,,,0 days 00:00:26.810000,0 days 00:00:30.117000,0 days 00:00:43.439000,0 days 02:30:19.466000,0 days 02:30:49.583000,0 days 02:31:33.022000,275.0,269.0,259.0,309.0,False,HARD,32.0,True,Ferrari,0 days 02:29:52.688000,2024-04-21 08:38:11.361,1,4.0,False,,False,True
206,0 days 02:33:13.225000,LEC,16,100.171,54.0,2.0,,,0 days 00:00:26.820000,0 days 00:00:30.075000,0 days 00:00:43.276000,0 days 02:31:59.842000,0 days 02:32:29.917000,0 days 02:33:13.193000,,270.0,260.0,310.0,False,HARD,33.0,True,Ferrari,0 days 02:31:33.054000,2024-04-21 08:39:51.727,1,4.0,False,,False,True
207,0 days 02:34:54.107000,LEC,16,100.882,55.0,2.0,,,0 days 00:00:27.018000,0 days 00:00:30.420000,0 days 00:00:43.444000,0 days 02:33:40.211000,0 days 02:34:10.631000,0 days 02:34:54.075000,276.0,269.0,259.0,309.0,False,HARD,34.0,True,Ferrari,0 days 02:33:13.225000,2024-04-21 08:41:31.898,1,4.0,False,,False,True
208,0 days 02:36:34.675000,LEC,16,100.56800000000001,56.0,2.0,,,0 days 00:00:26.873000,0 days 00:00:30.305000,0 days 00:00:43.390000,0 days 02:35:20.948000,0 days 02:35:51.253000,0 days 02:36:34.643000,,270.0,260.0,308.0,False,HARD,35.0,True,Ferrari,0 days 02:34:54.107000,2024-04-21 08:43:12.780,1,4.0,False,,False,True
209,0 days 00:58:48.545000,STR,18,102.32600000000001,2.0,1.0,,,0 days 00:00:27.410000,0 days 00:00:30.922000,0 days 00:00:43.994000,0 days 00:57:33.618000,0 days 00:58:04.540000,0 days 00:58:48.534000,279.0,270.0,259.0,335.0,True,SOFT,2.0,True,Aston Martin,0 days 00:57:06.219000,2024-04-21 07:05:24.892,1,9.0,False,,False,True
210,0 days 01:00:30.850000,STR,18,102.305,3.0,1.0,,,0 days 00:00:27.167000,0 days 00:00:31.063000,0 days 00:00:44.075000,0 days 00:59:15.701000,0 days 00:59:46.764000,0 days 01:00:30.839000,275.0,268.0,254.0,331.0,True,SOFT,3.0,True,Aston Martin,0 days 00:58:48.545000,2024-04-21 07:07:07.218,1,9.0,False,,False,True
211,0 days 01:02:13.406000,STR,18,102.55600000000001,4.0,1.0,,,0 days 00:00:27.311000,0 days 00:00:30.880000,0 days 00:00:44.365000,0 days 01:00:58.150000,0 days 01:01:29.030000,0 days 01:02:13.395000,268.0,263.0,253.0,308.0,False,SOFT,4.0,True,Aston Martin,0 days 01:00:30.850000,2024-04-21 07:08:49.523,1,9.0,False,,False,True
212,0 days 01:03:56.390000,STR,18,102.98400000000001,5.0,1.0,,,0 days 00:00:27.387000,0 days 00:00:31.215000,0 days 00:00:44.382000,0 days 01:02:40.782000,0 days 01:03:11.997000,0 days 01:03:56.379000,271.0,266.0,253.0,310.0,False,SOFT,5.0,True,Aston Martin,0 days 01:02:13.406000,2024-04-21 07:10:32.079,1,9.0,False,,False,True
213,0 days 01:05:39.667000,STR,18,103.277,6.0,1.0,,,0 days 00:00:27.427000,0 days 00:00:31.431000,0 days 00:00:44.419000,0 days 01:04:23.806000,0 days 01:04:55.237000,0 days 01:05:39.656000,270.0,265.0,254.0,311.0,False,SOFT,6.0,True,Aston Martin,0 days 01:03:56.390000,2024-04-21 07:12:15.063,1,9.0,False,,False,True
214,0 days 01:07:22.928000,STR,18,103.26100000000001,7.0,1.0,,,0 days 00:00:27.390000,0 days 00:00:31.280000,0 days 00:00:44.591000,0 days 01:06:07.046000,0 days 01:06:38.326000,0 days 01:07:22.917000,,265.0,253.0,311.0,False,SOFT,7.0,True,Aston Martin,0 days 01:05:39.667000,2024-04-21 07:13:58.340,1,9.0,False,,False,True
215,0 days 01:09:05.996000,STR,18,103.06800000000001,8.0,1.0,,,0 days 00:00:27.530000,0 days 00:00:31.045000,0 days 00:00:44.493000,0 days 01:07:50.447000,0 days 01:08:21.492000,0 days 01:09:05.985000,269.0,264.0,253.0,310.0,False,SOFT,8.0,True,Aston Martin,0 days 01:07:22.928000,2024-04-21 07:15:41.601,1,9.0,False,,False,True
216,0 days 01:14:34.717000,STR,18,101.281,11.0,2.0,,,0 days 00:00:26.844000,0 days 00:00:30.546000,0 days 00:00:43.891000,0 days 01:13:20.269000,0 days 01:13:50.815000,0 days 01:14:34.706000,269.0,266.0,254.0,309.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:12:53.436000,2024-04-21 07:21:12.109,1,13.0,False,,False,True
217,0 days 01:16:16.726000,STR,18,102.009,12.0,2.0,,,0 days 00:00:27.174000,0 days 00:00:30.902000,0 days 00:00:43.933000,0 days 01:15:01.880000,0 days 01:15:32.782000,0 days 01:16:16.715000,270.0,265.0,255.0,312.0,False,MEDIUM,3.0,True,Aston Martin,0 days 01:14:34.717000,2024-04-21 07:22:53.390,1,11.0,False,,False,True
218,0 days 01:17:58.198000,STR,18,101.47200000000001,13.0,2.0,,,0 days 00:00:27.017000,0 days 00:00:30.645000,0 days 00:00:43.810000,0 days 01:16:43.732000,0 days 01:17:14.377000,0 days 01:17:58.187000,271.0,267.0,255.0,312.0,False,MEDIUM,4.0,True,Aston Martin,0 days 01:16:16.726000,2024-04-21 07:24:35.399,1,11.0,False,,False,True
219,0 days 01:19:40.023000,STR,18,101.825,14.0,2.0,,,0 days 00:00:27.231000,0 days 00:00:30.723000,0 days 00:00:43.871000,0 days 01:18:25.418000,0 days 01:18:56.141000,0 days 01:19:40.012000,,267.0,261.0,314.0,False,MEDIUM,5.0,True,Aston Martin,0 days 01:17:58.198000,2024-04-21 07:26:16.871,1,11.0,False,,False,True
220,0 days 01:21:21.493000,STR,18,101.47000000000001,15.0,2.0,,,0 days 00:00:26.966000,0 days 00:00:30.661000,0 days 00:00:43.843000,0 days 01:20:06.978000,0 days 01:20:37.639000,0 days 01:21:21.482000,282.0,269.0,255.0,312.0,False,MEDIUM,6.0,True,Aston Martin,0 days 01:19:40.023000,2024-04-21 07:27:58.696,1,9.0,False,,False,True
