,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0,0 days 00:58:40.120000,VER,1,100.10300000000001,2.0,1.0,,,0 days 00:00:26.651000,0 days 00:00:30.091000,0 days 00:00:43.361000,0 days 00:57:26.668000,0 days 00:57:56.759000,0 days 00:58:40.120000,267.0,261.0,254.0,308.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:57:00.017000,2024-04-21 07:05:18.690,1,1.0,False,,False,True
1,0 days 01:00:20.614000,VER,1,100.494,3.0,1.0,,,0 days 00:00:27.011000,0 days 00:00:30.190000,0 days 00:00:43.293000,0 days 00:59:07.131000,0 days 00:59:37.321000,0 days 01:00:20.614000,269.0,263.0,254.0,307.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:58:40.120000,2024-04-21 07:06:58.793,1,1.0,False,,False,True
2,0 days 01:02:01.187000,VER,1,100.57300000000001,4.0,1.0,,,0 days 00:00:26.923000,0 days 00:00:30.187000,0 days 00:00:43.463000,0 days 01:00:47.537000,0 days 01:01:17.724000,0 days 01:02:01.187000,271.0,259.0,254.0,307.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:20.614000,2024-04-21 07:08:39.287,1,1.0,False,,False,True
3,0 days 01:03:42.106000,VER,1,100.91900000000001,5.0,1.0,,,0 days 00:00:27.106000,0 days 00:00:30.299000,0 days 00:00:43.514000,0 days 01:02:28.293000,0 days 01:02:58.592000,0 days 01:03:42.106000,272.0,260.0,254.0,307.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:02:01.187000,2024-04-21 07:10:19.860,1,1.0,False,,False,True
4,0 days 01:05:23.253000,VER,1,101.147,6.0,1.0,,,0 days 00:00:27.114000,0 days 00:00:30.431000,0 days 00:00:43.602000,0 days 01:04:09.220000,0 days 01:04:39.651000,0 days 01:05:23.253000,,262.0,254.0,308.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:03:42.106000,2024-04-21 07:12:00.779,1,1.0,False,,False,True
5,0 days 01:07:04.371000,VER,1,101.11800000000001,7.0,1.0,,,0 days 00:00:27.164000,0 days 00:00:30.362000,0 days 00:00:43.592000,0 days 01:05:50.417000,0 days 01:06:20.779000,0 days 01:07:04.371000,,265.0,255.0,309.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:05:23.253000,2024-04-21 07:13:41.926,1,1.0,False,,False,True
6,0 days 01:08:45.481000,VER,1,101.11,8.0,1.0,,,0 days 00:00:27.129000,0 days 00:00:30.395000,0 days 00:00:43.586000,0 days 01:07:31.500000,0 days 01:08:01.895000,0 days 01:08:45.481000,271.0,263.0,255.0,309.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:04.371000,2024-04-21 07:15:23.044,1,1.0,False,,False,True
7,0 days 01:10:26.636000,VER,1,101.155,9.0,1.0,,,0 days 00:00:27.111000,0 days 00:00:30.392000,0 days 00:00:43.652000,0 days 01:09:12.592000,0 days 01:09:42.984000,0 days 01:10:26.636000,272.0,265.0,255.0,308.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:08:45.481000,2024-04-21 07:17:04.154,1,1.0,False,,False,True
8,0 days 01:12:08.060000,VER,1,101.424,10.0,1.0,,,0 days 00:00:27.172000,0 days 00:00:30.519000,0 days 00:00:43.733000,0 days 01:10:53.808000,0 days 01:11:24.327000,0 days 01:12:08.060000,,263.0,255.0,308.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:26.636000,2024-04-21 07:18:45.309,1,1.0,False,,False,True
9,0 days 01:13:49.461000,VER,1,101.40100000000001,11.0,1.0,,,0 days 00:00:27.170000,0 days 00:00:30.646000,0 days 00:00:43.585000,0 days 01:12:35.230000,0 days 01:13:05.876000,0 days 01:13:49.461000,271.0,263.0,255.0,308.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:12:08.060000,2024-04-21 07:20:26.733,1,1.0,False,,False,True
10,0 days 01:15:30.779000,VER,1,101.31800000000001,12.0,1.0,,,0 days 00:00:27.121000,0 days 00:00:30.558000,0 days 00:00:43.639000,0 days 01:14:16.582000,0 days 01:14:47.140000,0 days 01:15:30.779000,272.0,262.0,255.0,308.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:49.461000,2024-04-21 07:22:08.134,1,1.0,False,,False,True
11,0 days 01:20:55.970000,VER,1,99.59100000000001,15.0,2.0,,,0 days 00:00:26.640000,0 days 00:00:29.773000,0 days 00:00:43.178000,0 days 01:19:43.019000,0 days 01:20:12.792000,0 days 01:20:55.970000,269.0,265.0,261.0,316.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:19:16.379000,2024-04-21 07:27:35.052,1,3.0,False,,False,True
12,0 days 01:22:35.955000,VER,1,99.985,16.0,2.0,,,0 days 00:00:26.616000,0 days 00:00:30.137000,0 days 00:00:43.232000,0 days 01:21:22.586000,0 days 01:21:52.723000,0 days 01:22:35.955000,277.0,262.0,255.0,310.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:20:55.970000,2024-04-21 07:29:14.643,1,2.0,False,,False,True
13,0 days 01:24:15.474000,VER,1,99.519,17.0,2.0,,,0 days 00:00:26.503000,0 days 00:00:29.874000,0 days 00:00:43.142000,0 days 01:23:02.458000,0 days 01:23:32.332000,0 days 01:24:15.474000,272.0,262.0,256.0,311.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:22:35.955000,2024-04-21 07:30:54.628,1,2.0,False,,False,True
14,0 days 01:25:55.544000,VER,1,100.07000000000001,18.0,2.0,,,0 days 00:00:26.781000,0 days 00:00:30.075000,0 days 00:00:43.214000,0 days 01:24:42.255000,0 days 01:25:12.330000,0 days 01:25:55.544000,266.0,260.0,256.0,312.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:24:15.474000,2024-04-21 07:32:34.147,1,2.0,False,,False,True
15,0 days 01:27:35.683000,VER,1,100.13900000000001,19.0,2.0,,,0 days 00:00:26.720000,0 days 00:00:30.245000,0 days 00:00:43.174000,0 days 01:26:22.264000,0 days 01:26:52.509000,0 days 01:27:35.683000,,262.0,257.0,333.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:25:55.544000,2024-04-21 07:34:14.217,1,1.0,False,,False,True
16,0 days 01:29:15.764000,VER,1,100.081,20.0,2.0,,,0 days 00:00:26.759000,0 days 00:00:29.937000,0 days 00:00:43.385000,0 days 01:28:02.442000,0 days 01:28:32.379000,0 days 01:29:15.764000,267.0,264.0,256.0,309.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:27:35.683000,2024-04-21 07:35:54.356,1,1.0,False,,False,True
17,0 days 01:30:56.254000,VER,1,100.49000000000001,21.0,2.0,,,0 days 00:00:26.737000,0 days 00:00:30.083000,0 days 00:00:43.670000,0 days 01:29:42.501000,0 days 01:30:12.584000,0 days 01:30:56.254000,269.0,241.0,256.0,308.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:29:15.764000,2024-04-21 07:37:34.437,2,1.0,False,,False,True
18,0 days 01:56:29.786000,VER,1,98.604,32.0,3.0,,,0 days 00:00:26.060000,0 days 00:00:29.829000,0 days 00:00:42.715000,0 days 01:55:17.242000,0 days 01:55:47.071000,0 days 01:56:29.786000,275.0,268.0,257.0,309.0,True,HARD,9.0,True,Red Bull Racing,0 days 01:54:51.182000,2024-04-21 08:03:09.855,1,1.0,False,,False,False
19,0 days 01:58:08.192000,VER,1,98.406,33.0,3.0,,,0 days 00:00:26.220000,0 days 00:00:29.365000,0 days 00:00:42.821000,0 days 01:56:56.006000,0 days 01:57:25.371000,0 days 01:58:08.192000,273.0,265.0,258.0,307.0,True,HARD,10.0,True,Red Bull Racing,0 days 01:56:29.786000,2024-04-21 08:04:48.459,1,1.0,False,,False,True
20,0 days 01:59:46.618000,VER,1,98.426,34.0,3.0,,,0 days 00:00:26.212000,0 days 00:00:29.467000,0 days 00:00:42.747000,0 days 01:58:34.404000,0 days 01:59:03.871000,0 days 01:59:46.618000,272.0,266.0,257.0,308.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:58:08.192000,2024-04-21 08:06:26.865,1,1.0,False,,False,True
21,0 days 02:01:25.383000,VER,1,98.765,35.0,3.0,,,0 days 00:00:26.531000,0 days 00:00:29.475000,0 days 00:00:42.759000,0 days 02:00:13.149000,0 days 02:00:42.624000,0 days 02:01:25.383000,273.0,266.0,258.0,308.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:59:46.618000,2024-04-21 08:08:05.291,1,1.0,False,,False,True
22,0 days 02:03:04.208000,VER,1,98.825,36.0,3.0,,,0 days 00:00:26.274000,0 days 00:00:29.670000,0 days 00:00:42.881000,0 days 02:01:51.657000,0 days 02:02:21.327000,0 days 02:03:04.208000,274.0,264.0,258.0,308.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:01:25.383000,2024-04-21 08:09:44.056,1,1.0,False,,False,True
23,0 days 02:04:43.009000,VER,1,98.801,37.0,3.0,,,0 days 00:00:26.374000,0 days 00:00:29.635000,0 days 00:00:42.792000,0 days 02:03:30.582000,0 days 02:04:00.217000,0 days 02:04:43.009000,275.0,267.0,258.0,309.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:03:04.208000,2024-04-21 08:11:22.881,1,1.0,False,,False,True
24,0 days 02:06:21.864000,VER,1,98.855,38.0,3.0,,,0 days 00:00:26.332000,0 days 00:00:29.569000,0 days 00:00:42.954000,0 days 02:05:09.341000,0 days 02:05:38.910000,0 days 02:06:21.864000,,265.0,258.0,309.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:04:43.009000,2024-04-21 08:13:01.682,1,1.0,False,,False,True
25,0 days 02:08:00.606000,VER,1,98.742,39.0,3.0,,,0 days 00:00:26.312000,0 days 00:00:29.650000,0 days 00:00:42.780000,0 days 02:06:48.176000,0 days 02:07:17.826000,0 days 02:08:00.606000,276.0,267.0,259.0,309.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:06:21.864000,2024-04-21 08:14:40.537,1,1.0,False,,False,True
26,0 days 02:09:39.562000,VER,1,98.956,40.0,3.0,,,0 days 00:00:26.475000,0 days 00:00:29.690000,0 days 00:00:42.791000,0 days 02:08:27.081000,0 days 02:08:56.771000,0 days 02:09:39.562000,274.0,268.0,258.0,309.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:08:00.606000,2024-04-21 08:16:19.279,1,1.0,False,,False,True
27,0 days 02:11:18.629000,VER,1,99.06700000000001,41.0,3.0,,,0 days 00:00:26.480000,0 days 00:00:29.614000,0 days 00:00:42.973000,0 days 02:10:06.042000,0 days 02:10:35.656000,0 days 02:11:18.629000,275.0,268.0,258.0,309.0,False,HARD,18.0,True,Red Bull Racing,0 days 02:09:39.562000,2024-04-21 08:17:58.235,1,1.0,False,,False,True
28,0 days 02:12:57.856000,VER,1,99.227,42.0,3.0,,,0 days 00:00:26.533000,0 days 00:00:29.710000,0 days 00:00:42.984000,0 days 02:11:45.162000,0 days 02:12:14.872000,0 days 02:12:57.856000,,268.0,259.0,308.0,False,HARD,19.0,True,Red Bull Racing,0 days 02:11:18.629000,2024-04-21 08:19:37.302,1,1.0,False,,False,True
29,0 days 02:14:37.080000,VER,1,99.224,43.0,3.0,,,0 days 00:00:26.429000,0 days 00:00:29.694000,0 days 00:00:43.101000,0 days 02:13:24.285000,0 days 02:13:53.979000,0 days 02:14:37.080000,,268.0,259.0,308.0,False,HARD,20.0,True,Red Bull Racing,0 days 02:12:57.856000,2024-04-21 08:21:16.529,1,1.0,False,,False,True
30,0 days 02:16:16.385000,VER,1,99.305,44.0,3.0,,,0 days 00:00:26.502000,0 days 00:00:29.811000,0 days 00:00:42.992000,0 days 02:15:03.582000,0 days 02:15:33.393000,0 days 02:16:16.385000,274.0,268.0,259.0,308.0,False,HARD,21.0,True,Red Bull Racing,0 days 02:14:37.080000,2024-04-21 08:22:55.753,1,1.0,False,,False,True
31,0 days 02:17:55.601000,VER,1,99.21600000000001,45.0,3.0,,,0 days 00:00:26.507000,0 days 00:00:29.629000,0 days 00:00:43.080000,0 days 02:16:42.892000,0 days 02:17:12.521000,0 days 02:17:55.601000,,268.0,259.0,308.0,False,HARD,22.0,True,Red Bull Racing,0 days 02:16:16.385000,2024-04-21 08:24:35.058,1,1.0,False,,False,True
32,0 days 02:19:35.034000,VER,1,99.433,46.0,3.0,,,0 days 00:00:26.517000,0 days 00:00:29.767000,0 days 00:00:43.149000,0 days 02:18:22.118000,0 days 02:18:51.885000,0 days 02:19:35.034000,276.0,268.0,258.0,308.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:17:55.601000,2024-04-21 08:26:14.274,1,1.0,False,,False,True
33,0 days 02:21:14.456000,VER,1,99.42200000000001,47.0,3.0,,,0 days 00:00:26.620000,0 days 00:00:29.721000,0 days 00:00:43.081000,0 days 02:20:01.654000,0 days 02:20:31.375000,0 days 02:21:14.456000,275.0,267.0,258.0,309.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:19:35.034000,2024-04-21 08:27:53.707,1,1.0,False,,False,True
34,0 days 02:22:53.781000,VER,1,99.325,48.0,3.0,,,0 days 00:00:26.496000,0 days 00:00:29.709000,0 days 00:00:43.120000,0 days 02:21:40.952000,0 days 02:22:10.661000,0 days 02:22:53.781000,,268.0,259.0,308.0,False,HARD,25.0,True,Red Bull Racing,0 days 02:21:14.456000,2024-04-21 08:29:33.129,1,1.0,False,,False,True
35,0 days 02:24:33.131000,VER,1,99.35000000000001,49.0,3.0,,,0 days 00:00:26.492000,0 days 00:00:29.719000,0 days 00:00:43.139000,0 days 02:23:20.273000,0 days 02:23:49.992000,0 days 02:24:33.131000,,269.0,259.0,307.0,False,HARD,26.0,True,Red Bull Racing,0 days 02:22:53.781000,2024-04-21 08:31:12.454,1,1.0,False,,False,True
36,0 days 02:26:12.576000,VER,1,99.44500000000001,50.0,3.0,,,0 days 00:00:26.510000,0 days 00:00:29.920000,0 days 00:00:43.015000,0 days 02:24:59.641000,0 days 02:25:29.561000,0 days 02:26:12.576000,276.0,266.0,259.0,308.0,False,HARD,27.0,True,Red Bull Racing,0 days 02:24:33.131000,2024-04-21 08:32:51.804,1,1.0,False,,False,True
37,0 days 02:27:51.852000,VER,1,99.27600000000001,51.0,3.0,,,0 days 00:00:26.484000,0 days 00:00:29.775000,0 days 00:00:43.017000,0 days 02:26:39.060000,0 days 02:27:08.835000,0 days 02:27:51.852000,,267.0,258.0,308.0,False,HARD,28.0,True,Red Bull Racing,0 days 02:26:12.576000,2024-04-21 08:34:31.249,1,1.0,False,,False,True
38,0 days 02:29:31.546000,VER,1,99.694,52.0,3.0,,,0 days 00:00:26.581000,0 days 00:00:29.964000,0 days 00:00:43.149000,0 days 02:28:18.433000,0 days 02:28:48.397000,0 days 02:29:31.546000,,267.0,259.0,308.0,False,HARD,29.0,True,Red Bull Racing,0 days 02:27:51.852000,2024-04-21 08:36:10.525,1,1.0,False,,False,True
39,0 days 02:31:11.200000,VER,1,99.65400000000001,53.0,3.0,,,0 days 00:00:26.533000,0 days 00:00:29.985000,0 days 00:00:43.136000,0 days 02:29:58.079000,0 days 02:30:28.064000,0 days 02:31:11.200000,,268.0,259.0,309.0,False,HARD,30.0,True,Red Bull Racing,0 days 02:29:31.546000,2024-04-21 08:37:50.219,1,1.0,False,,False,True
40,0 days 02:32:50.973000,VER,1,99.77300000000001,54.0,3.0,,,0 days 00:00:26.599000,0 days 00:00:29.912000,0 days 00:00:43.262000,0 days 02:31:37.799000,0 days 02:32:07.711000,0 days 02:32:50.973000,275.0,269.0,259.0,310.0,False,HARD,31.0,True,Red Bull Racing,0 days 02:31:11.200000,2024-04-21 08:39:29.873,1,1.0,False,,False,True
41,0 days 02:34:30.778000,VER,1,99.805,55.0,3.0,,,0 days 00:00:26.714000,0 days 00:00:29.867000,0 days 00:00:43.224000,0 days 02:33:17.687000,0 days 02:33:47.554000,0 days 02:34:30.778000,277.0,269.0,259.0,309.0,False,HARD,32.0,True,Red Bull Racing,0 days 02:32:50.973000,2024-04-21 08:41:09.646,1,1.0,False,,False,True
42,0 days 02:36:11.031000,VER,1,100.253,56.0,3.0,,,0 days 00:00:26.661000,0 days 00:00:29.992000,0 days 00:00:43.600000,0 days 02:34:57.439000,0 days 02:35:27.431000,0 days 02:36:11.031000,276.0,267.0,248.0,309.0,False,HARD,33.0,True,Red Bull Racing,0 days 02:34:30.778000,2024-04-21 08:42:49.451,1,1.0,False,,False,True
43,0 days 00:58:51.575000,GAS,10,103.179,2.0,1.0,,,0 days 00:00:27.391000,0 days 00:00:31.424000,0 days 00:00:44.364000,0 days 00:57:35.751000,0 days 00:58:07.175000,0 days 00:58:51.539000,270.0,264.0,259.0,334.0,True,MEDIUM,2.0,True,Alpine,0 days 00:57:08.396000,2024-04-21 07:05:27.069,1,14.0,False,,False,True
44,0 days 01:00:34.587000,GAS,10,103.012,3.0,1.0,,,0 days 00:00:27.238000,0 days 00:00:31.321000,0 days 00:00:44.453000,0 days 00:59:18.777000,0 days 00:59:50.098000,0 days 01:00:34.551000,,262.0,258.0,329.0,True,MEDIUM,3.0,True,Alpine,0 days 00:58:51.575000,2024-04-21 07:07:10.248,1,14.0,False,,False,True
45,0 days 01:02:17.434000,GAS,10,102.84700000000001,4.0,1.0,,,0 days 00:00:27.150000,0 days 00:00:31.250000,0 days 00:00:44.447000,0 days 01:01:01.701000,0 days 01:01:32.951000,0 days 01:02:17.398000,269.0,261.0,256.0,335.0,False,MEDIUM,4.0,True,Alpine,0 days 01:00:34.587000,2024-04-21 07:08:53.260,1,14.0,True,TRACK LIMITS AT TURN 14 LAP 4 ,False,True
46,0 days 01:04:00.986000,GAS,10,103.552,5.0,1.0,,,0 days 00:00:27.593000,0 days 00:00:31.399000,0 days 00:00:44.560000,0 days 01:02:44.991000,0 days 01:03:16.390000,0 days 01:04:00.950000,267.0,265.0,256.0,329.0,False,MEDIUM,5.0,True,Alpine,0 days 01:02:17.434000,2024-04-21 07:10:36.107,1,14.0,False,,False,True
47,0 days 01:05:44.480000,GAS,10,103.494,6.0,1.0,,,0 days 00:00:27.579000,0 days 00:00:31.338000,0 days 00:00:44.577000,0 days 01:04:28.529000,0 days 01:04:59.867000,0 days 01:05:44.444000,266.0,259.0,256.0,323.0,False,MEDIUM,6.0,True,Alpine,0 days 01:04:00.986000,2024-04-21 07:12:19.659,1,14.0,False,,False,True
48,0 days 01:07:27.832000,GAS,10,103.352,7.0,1.0,,,0 days 00:00:27.528000,0 days 00:00:31.299000,0 days 00:00:44.525000,0 days 01:06:11.972000,0 days 01:06:43.271000,0 days 01:07:27.796000,267.0,260.0,258.0,326.0,False,MEDIUM,7.0,True,Alpine,0 days 01:05:44.480000,2024-04-21 07:14:03.153,1,14.0,False,,False,True
49,0 days 01:09:11.703000,GAS,10,103.87100000000001,8.0,1.0,,,0 days 00:00:27.673000,0 days 00:00:31.519000,0 days 00:00:44.679000,0 days 01:07:55.469000,0 days 01:08:26.988000,0 days 01:09:11.667000,,259.0,258.0,325.0,False,MEDIUM,8.0,True,Alpine,0 days 01:07:27.832000,2024-04-21 07:15:46.505,1,13.0,False,,False,True
50,0 days 01:10:55.394000,GAS,10,103.691,9.0,1.0,,,0 days 00:00:27.522000,0 days 00:00:31.562000,0 days 00:00:44.607000,0 days 01:09:39.189000,0 days 01:10:10.751000,0 days 01:10:55.358000,269.0,259.0,257.0,323.0,False,MEDIUM,9.0,True,Alpine,0 days 01:09:11.703000,2024-04-21 07:17:30.376,1,10.0,False,,False,True
51,0 days 01:12:38.829000,GAS,10,103.435,10.0,1.0,,,0 days 00:00:27.311000,0 days 00:00:31.437000,0 days 00:00:44.687000,0 days 01:11:22.669000,0 days 01:11:54.106000,0 days 01:12:38.793000,264.0,256.0,251.0,300.0,False,MEDIUM,10.0,True,Alpine,0 days 01:10:55.394000,2024-04-21 07:19:14.067,1,9.0,False,,False,True
52,0 days 01:18:26.277000,GAS,10,101.07100000000001,13.0,2.0,,,0 days 00:00:27.043000,0 days 00:00:30.265000,0 days 00:00:43.763000,0 days 01:17:12.213000,0 days 01:17:42.478000,0 days 01:18:26.241000,264.0,259.0,253.0,302.0,True,HARD,2.0,True,Alpine,0 days 01:16:45.206000,2024-04-21 07:25:03.879,1,20.0,False,,False,True
53,0 days 01:20:08.170000,GAS,10,101.893,14.0,2.0,,,0 days 00:00:27.333000,0 days 00:00:30.439000,0 days 00:00:44.121000,0 days 01:18:53.574000,0 days 01:19:24.013000,0 days 01:20:08.134000,,258.0,253.0,302.0,False,HARD,3.0,True,Alpine,0 days 01:18:26.277000,2024-04-21 07:26:44.950,1,20.0,False,,False,True
54,0 days 01:21:49.849000,GAS,10,101.679,15.0,2.0,,,0 days 00:00:27.204000,0 days 00:00:30.382000,0 days 00:00:44.093000,0 days 01:20:35.338000,0 days 01:21:05.720000,0 days 01:21:49.813000,,258.0,253.0,301.0,False,HARD,4.0,True,Alpine,0 days 01:20:08.170000,2024-04-21 07:28:26.843,1,20.0,False,,False,True
55,0 days 01:23:31.956000,GAS,10,102.107,16.0,2.0,,,0 days 00:00:27.248000,0 days 00:00:30.667000,0 days 00:00:44.192000,0 days 01:22:17.061000,0 days 01:22:47.728000,0 days 01:23:31.920000,,257.0,252.0,298.0,False,HARD,5.0,True,Alpine,0 days 01:21:49.849000,2024-04-21 07:30:08.522,1,20.0,False,,False,True
56,0 days 01:25:13.912000,GAS,10,101.956,17.0,2.0,,,0 days 00:00:27.303000,0 days 00:00:30.519000,0 days 00:00:44.134000,0 days 01:23:59.223000,0 days 01:24:29.742000,0 days 01:25:13.876000,265.0,257.0,254.0,298.0,False,HARD,6.0,True,Alpine,0 days 01:23:31.956000,2024-04-21 07:31:50.629,1,20.0,False,,False,True
57,0 days 01:26:55.724000,GAS,10,101.81200000000001,18.0,2.0,,,0 days 00:00:27.118000,0 days 00:00:30.516000,0 days 00:00:44.178000,0 days 01:25:40.994000,0 days 01:26:11.510000,0 days 01:26:55.688000,263.0,257.0,254.0,297.0,False,HARD,7.0,True,Alpine,0 days 01:25:13.912000,2024-04-21 07:33:32.585,1,19.0,False,,False,True
58,0 days 01:28:37.860000,GAS,10,102.13600000000001,19.0,2.0,,,0 days 00:00:27.302000,0 days 00:00:30.451000,0 days 00:00:44.383000,0 days 01:27:22.990000,0 days 01:27:53.441000,0 days 01:28:37.824000,261.0,257.0,255.0,296.0,False,HARD,8.0,True,Alpine,0 days 01:26:55.724000,2024-04-21 07:35:14.397,1,19.0,False,,False,True
59,0 days 01:30:20.089000,GAS,10,102.22900000000001,20.0,2.0,,,0 days 00:00:27.252000,0 days 00:00:30.520000,0 days 00:00:44.457000,0 days 01:29:05.076000,0 days 01:29:35.596000,0 days 01:30:20.053000,263.0,251.0,253.0,296.0,False,HARD,9.0,True,Alpine,0 days 01:28:37.860000,2024-04-21 07:36:56.533,2,18.0,False,,False,True
60,0 days 01:56:41.824000,GAS,10,101.88600000000001,32.0,3.0,,,0 days 00:00:26.989000,0 days 00:00:30.760000,0 days 00:00:44.137000,0 days 01:55:26.891000,0 days 01:55:57.651000,0 days 01:56:41.788000,272.0,263.0,256.0,315.0,False,HARD,9.0,True,Alpine,0 days 01:54:59.938000,2024-04-21 08:03:18.611,1,16.0,False,,False,False
61,0 days 01:58:23.871000,GAS,10,102.04700000000001,33.0,3.0,,,0 days 00:00:27.021000,0 days 00:00:30.957000,0 days 00:00:44.069000,0 days 01:57:08.809000,0 days 01:57:39.766000,0 days 01:58:23.835000,275.0,260.0,260.0,337.0,False,HARD,10.0,True,Alpine,0 days 01:56:41.824000,2024-04-21 08:05:00.497,1,14.0,False,,False,True
62,0 days 02:00:05.393000,GAS,10,101.522,34.0,3.0,,,0 days 00:00:26.869000,0 days 00:00:30.671000,0 days 00:00:43.982000,0 days 01:58:50.704000,0 days 01:59:21.375000,0 days 02:00:05.357000,272.0,263.0,260.0,324.0,False,HARD,11.0,True,Alpine,0 days 01:58:23.871000,2024-04-21 08:06:42.544,1,14.0,False,,False,True
63,0 days 02:01:46.471000,GAS,10,101.078,35.0,3.0,,,0 days 00:00:26.903000,0 days 00:00:30.400000,0 days 00:00:43.775000,0 days 02:00:32.260000,0 days 02:01:02.660000,0 days 02:01:46.435000,,265.0,261.0,325.0,False,HARD,12.0,True,Alpine,0 days 02:00:05.393000,2024-04-21 08:08:24.066,1,14.0,False,,False,True
64,0 days 02:03:27.782000,GAS,10,101.311,36.0,3.0,,,0 days 00:00:26.719000,0 days 00:00:30.619000,0 days 00:00:43.973000,0 days 02:02:13.154000,0 days 02:02:43.773000,0 days 02:03:27.746000,274.0,263.0,261.0,330.0,False,HARD,13.0,True,Alpine,0 days 02:01:46.471000,2024-04-21 08:10:05.144,1,14.0,False,,False,True
65,0 days 02:05:08.853000,GAS,10,101.07100000000001,37.0,3.0,,,0 days 00:00:26.683000,0 days 00:00:30.446000,0 days 00:00:43.942000,0 days 02:03:54.429000,0 days 02:04:24.875000,0 days 02:05:08.817000,280.0,262.0,255.0,303.0,False,HARD,14.0,True,Alpine,0 days 02:03:27.782000,2024-04-21 08:11:46.455,1,13.0,False,,False,True
66,0 days 02:10:32.638000,GAS,10,99.19800000000001,40.0,4.0,,,0 days 00:00:26.381000,0 days 00:00:29.724000,0 days 00:00:43.093000,0 days 02:09:19.785000,0 days 02:09:49.509000,0 days 02:10:32.602000,266.0,259.0,257.0,297.0,True,MEDIUM,2.0,True,Alpine,0 days 02:08:53.440000,2024-04-21 08:17:12.113,1,16.0,False,,False,True
67,0 days 02:12:12.396000,GAS,10,99.75800000000001,41.0,4.0,,,0 days 00:00:26.464000,0 days 00:00:29.968000,0 days 00:00:43.326000,0 days 02:10:59.066000,0 days 02:11:29.034000,0 days 02:12:12.360000,,258.0,257.0,295.0,False,MEDIUM,3.0,True,Alpine,0 days 02:10:32.638000,2024-04-21 08:18:51.311,1,15.0,False,,False,True
68,0 days 02:13:52.420000,GAS,10,100.024,42.0,4.0,,,0 days 00:00:26.735000,0 days 00:00:29.824000,0 days 00:00:43.465000,0 days 02:12:39.095000,0 days 02:13:08.919000,0 days 02:13:52.384000,,260.0,256.0,297.0,False,MEDIUM,4.0,True,Alpine,0 days 02:12:12.396000,2024-04-21 08:20:31.069,1,15.0,False,,False,True
69,0 days 02:15:32.449000,GAS,10,100.02900000000001,43.0,4.0,,,0 days 00:00:26.675000,0 days 00:00:29.951000,0 days 00:00:43.403000,0 days 02:14:19.059000,0 days 02:14:49.010000,0 days 02:15:32.413000,,260.0,257.0,298.0,False,MEDIUM,5.0,True,Alpine,0 days 02:13:52.420000,2024-04-21 08:22:11.093,1,15.0,False,,False,True
70,0 days 02:17:12.355000,GAS,10,99.906,44.0,4.0,,,0 days 00:00:26.647000,0 days 00:00:29.950000,0 days 00:00:43.309000,0 days 02:15:59.060000,0 days 02:16:29.010000,0 days 02:17:12.319000,,260.0,257.0,298.0,False,MEDIUM,6.0,True,Alpine,0 days 02:15:32.449000,2024-04-21 08:23:51.122,1,15.0,False,,False,True
71,0 days 02:18:52.420000,GAS,10,100.06500000000001,45.0,4.0,,,0 days 00:00:26.604000,0 days 00:00:30.016000,0 days 00:00:43.445000,0 days 02:17:38.923000,0 days 02:18:08.939000,0 days 02:18:52.384000,267.0,260.0,256.0,299.0,False,MEDIUM,7.0,True,Alpine,0 days 02:17:12.355000,2024-04-21 08:25:31.028,1,15.0,False,,False,True
